state,pollster,start_date,end_date,sample_size,Trump,Harris,Other
North Carolina,Quinnipiac,2024-09-25,2024-09-29,953.0,49.0,47.5,3.5
North Carolina,Quinnipiac,2024-10-10,2024-10-14,1031.0,47.0,49.5,3.5
North Carolina,Quinnipiac,2024-09-04,2024-09-08,940.0,46.5,49.5,4.0
North Carolina,SurveyUSA,2024-10-23,2024-10-26,853.0,47.0,47.0,6.0
North Carolina,SurveyUSA,2024-09-04,2024-09-07,676.0,46.0,49.0,5.0
North Carolina,Elon U.,2024-10-10,2024-10-17,800.0,46.0,46.0,8.0
North Carolina,Elon U.,2024-09-04,2024-09-13,800.0,45.0,46.0,9.0
North Carolina,High Point University,2024-09-20,2024-09-29,589.0,48.0,48.0,4.0
North Carolina,High Point University,2024-09-20,2024-09-29,814.0,46.0,48.0,6.0
North Carolina,Meredith College,2024-09-18,2024-09-20,802.0,48.0,48.0,4.0
North Carolina,Quantus Polls and News,2024-09-11,2024-09-12,815.0,48.4,46.8,4.800000000000004
North Carolina,SurveyUSA/High Point University,2024-10-17,2024-10-20,1164.0,46.0,47.0,7.0
North Carolina,SurveyUSA/High Point University,2024-08-19,2024-08-21,1053.0,45.0,46.0,9.0
North Carolina,SurveyUSA/High Point University,2024-08-19,2024-08-21,941.0,47.0,47.0,6.0
North Carolina,The Washington Post,2024-09-25,2024-09-29,1001.0,50.0,47.5,2.5
North Carolina,YouGov Blue,2024-08-05,2024-08-09,802.0,46.0,46.0,8.0
North Dakota,WPAi,2024-09-28,2024-09-30,500.0,59.0,32.0,9.0
North Dakota,Lake Research,2024-09-23,2024-09-26,500.0,50.0,40.0,10.0
Ohio,ActiVote,2024-10-05,2024-10-28,400.0,54.1,45.9,0.0
Ohio,ActiVote,2024-08-28,2024-09-30,400.0,53.6,46.4,0.0
Ohio,ActiVote,2024-08-02,2024-08-22,400.0,56.2,43.8,0.0
Ohio,CES / YouGov,2024-10-01,2024-10-25,3091.0,52.0,45.0,3.0
Ohio,CES / YouGov,2024-10-01,2024-10-25,3120.0,52.0,45.0,3.0
Ohio,Emerson,2024-09-03,2024-09-05,945.0,54.3,44.7,1.0
Ohio,Fabrizio/Impact,2024-07-23,2024-07-28,600.0,50.0,40.5,9.5
Ohio,Focaldata,2024-09-03,2024-09-16,1115.0,52.295,45.6775,2.0274999999999963
Ohio,Marist,2024-10-03,2024-10-07,1327.0,52.0,46.0,2.0
Ohio,Marist,2024-10-03,2024-10-07,1511.0,52.0,46.0,2.0
Ohio,Morning Consult,2024-08-30,2024-09-08,1558.0,51.92,43.58,4.5
Ohio,Morning Consult,2024-10-06,2024-10-15,1243.0,52.0,45.0,3.0
Ohio,Morning Consult,2024-09-09,2024-09-18,1488.0,52.16,43.02,4.82
Ohio,OnMessage Inc.,2024-10-19,2024-10-22,600.0,52.0,44.0,4.0
Ohio,RMG Research,2024-09-18,2024-09-20,781.0,54.0,43.0,3.0
Ohio,Siena/NYT,2024-09-21,2024-09-26,687.0,48.75,44.0,7.25
Ohio,SoCal Strategies,2024-08-31,2024-09-01,600.0,52.0,43.0,5.0
Ohio,Trafalgar Group,2024-10-25,2024-10-28,1127.0,51.7,45.6,2.6999999999999957
Ohio,The Washington Post,2024-10-03,2024-10-07,1002.0,51.0,44.5,4.5
Ohio,Bowling Green State University/YouGov,2024-10-10,2024-10-21,1000.0,50.0,43.0,7.0
Ohio,Bowling Green State University/YouGov,2024-09-18,2024-09-27,1000.0,51.0,44.0,5.0
Oklahoma,WPAi,2024-10-16,2024-10-18,502.0,65.0,29.0,6.0
Oklahoma,ActiVote,2024-10-03,2024-10-29,400.0,66.8,33.2,0.0
Oklahoma,ActiVote,2024-09-13,2024-10-19,400.0,66.1,33.9,7.105427357601002e-15
Oklahoma,SoonerPoll.com,2024-08-24,2024-08-31,323.0,56.0,39.9,4.100000000000001
Oregon,PPP,2024-10-16,2024-10-17,716.0,41.0,53.0,6.0
Oregon,Hoffman Research,2024-07-24,2024-07-26,700.0,42.0,47.0,11.0
Pennsylvania,Bullfinch,2024-09-26,2024-09-29,800.0,46.0,50.0,4.0
Pennsylvania,Bullfinch,2024-07-23,2024-07-25,800.0,45.5,46.0,8.5
Pennsylvania,Bullfinch,2024-08-08,2024-08-11,500.0,43.0,47.0,10.0
Pennsylvania,Bullfinch,2024-10-11,2024-10-17,600.0,48.5,49.0,2.5
Pennsylvania,Cygnal,2024-08-14,2024-08-15,800.0,45.7,45.599999999999994,8.700000000000003
Pennsylvania,ActiVote,2024-09-01,2024-09-25,400.0,48.4,51.6,0.0
Pennsylvania,ActiVote,2024-08-05,2024-08-22,400.0,48.9,51.1,0.0
Pennsylvania,AtlasIntel,2024-10-12,2024-10-17,2048.0,49.849999999999994,46.95,3.200000000000003
Pennsylvania,AtlasIntel,2024-10-25,2024-10-29,1299.0,49.150000000000006,46.75,4.099999999999994
Pennsylvania,AtlasIntel,2024-09-20,2024-09-25,1775.0,50.8,48.05,1.1500000000000057
Pennsylvania,Beacon/Shaw,2024-09-20,2024-09-24,1021.0,47.0,49.0,4.0
Pennsylvania,Beacon/Shaw,2024-09-20,2024-09-24,775.0,48.5,48.0,3.5
Pennsylvania,Beacon/Shaw,2024-07-22,2024-07-24,1034.0,46.25,47.0,6.75
Pennsylvania,Benenson Strategy Group/GS Strategy Group,2024-07-26,2024-08-02,411.0,45.5,48.5,6.0
Pennsylvania,Benenson Strategy Group/GS Strategy Group,2024-09-19,2024-09-25,474.0,48.0,49.5,2.5
Pennsylvania,CES / YouGov,2024-10-01,2024-10-25,3685.0,48.0,49.0,3.0
Pennsylvania,CES / YouGov,2024-10-01,2024-10-25,3708.0,47.0,50.0,3.0
Pennsylvania,CNN/SSRS,2024-08-23,2024-08-29,789.0,47.0,47.0,6.0
Pennsylvania,CNN/SSRS,2024-10-23,2024-10-28,819.0,48.0,48.0,4.0
Pennsylvania,Emerson,2024-09-27,2024-09-28,1000.0,48.8,49.3,1.9000000000000057
Pennsylvania,Emerson,2024-10-21,2024-10-22,860.0,50.7,49.0,0.29999999999999716
Pennsylvania,Emerson,2024-10-05,2024-10-08,1000.0,49.7,49.0,1.2999999999999972
Pennsylvania,Emerson,2024-07-22,2024-07-23,850.0,48.6,46.599999999999994,4.800000000000004
Pennsylvania,Emerson,2024-08-25,2024-08-28,950.0,49.4,49.4,1.2000000000000028
Pennsylvania,Emerson,2024-09-15,2024-09-18,880.0,49.3,49.6,1.1000000000000014
Pennsylvania,Emerson,2024-08-13,2024-08-14,1000.0,49.05,48.05,2.9000000000000057
Pennsylvania,Fabrizio,2024-07-29,2024-08-01,600.0,46.5,46.5,7.0
Pennsylvania,Fabrizio/GBAO,2024-09-28,2024-10-08,600.0,46.5,45.5,8.0
Pennsylvania,Fabrizio/Impact,2024-09-17,2024-09-24,600.0,47.0,49.5,3.5
Pennsylvania,Fabrizio/McLaughlin,2024-10-06,2024-10-09,800.0,49.0,48.0,3.0
Pennsylvania,Focaldata,2024-08-06,2024-08-16,719.0,47.9,48.46666666666667,3.633333333333333
Pennsylvania,Focaldata,2024-09-03,2024-09-16,1120.0,47.725,50.45,1.8249999999999957
Pennsylvania,Global Strategy Group/North Star Opinion Research,2024-09-23,2024-09-29,408.0,47.5,47.5,5.0
Pennsylvania,InsiderAdvantage,2024-10-26,2024-10-27,800.0,48.4,47.4,4.200000000000003
Pennsylvania,InsiderAdvantage,2024-10-07,2024-10-08,800.0,49.0,47.0,4.0
Pennsylvania,InsiderAdvantage,2024-08-18,2024-08-19,800.0,46.6,46.0,7.399999999999999
Pennsylvania,InsiderAdvantage,2024-09-14,2024-09-15,800.0,49.8,48.4,1.8000000000000043
Pennsylvania,J.L. Partners,2024-10-05,2024-10-08,800.0,47.0,47.0,6.0
Pennsylvania,Marist,2024-09-12,2024-09-17,1476.0,49.0,49.0,2.0
Pennsylvania,Marist,2024-09-12,2024-09-17,1663.0,48.0,49.0,3.0
Pennsylvania,Morning Consult,2024-08-30,2024-09-08,1910.0,46.34,49.34,4.319999999999993
Pennsylvania,Morning Consult,2024-08-23,2024-08-26,803.0,46.0,51.0,3.0
Pennsylvania,Morning Consult,2024-08-23,2024-08-26,758.0,47.0,51.0,2.0
Pennsylvania,Morning Consult,2024-09-19,2024-09-25,993.0,45.0,49.5,5.5
Pennsylvania,Morning Consult,2024-09-19,2024-09-25,924.0,45.5,51.0,3.5
Pennsylvania,Morning Consult,2024-10-06,2024-10-15,1395.0,48.0,49.0,3.0
Pennsylvania,Morning Consult,2024-10-16,2024-10-20,812.0,48.0,50.0,2.0
Pennsylvania,Morning Consult,2024-10-16,2024-10-20,866.0,48.0,48.0,4.0
Pennsylvania,Morning Consult,2024-07-24,2024-07-28,804.0,48.0,45.0,7.0
Pennsylvania,Morning Consult,2024-09-09,2024-09-18,1756.0,46.7,48.74,4.559999999999995
Pennsylvania,Navigator,2024-07-31,2024-08-08,600.0,47.0,45.0,8.0
Pennsylvania,North Star Opinion Research,2024-10-22,2024-10-26,600.0,47.0,47.0,6.0
Pennsylvania,OnMessage Inc.,2024-09-28,2024-09-29,800.0,47.0,47.0,6.0
Pennsylvania,OnMessage Inc.,2024-09-24,2024-10-02,500.0,46.0,46.0,8.0
Pennsylvania,PPP,2024-07-29,2024-07-30,627.0,48.0,47.0,5.0
Pennsylvania,Patriot Polling,2024-09-27,2024-09-29,816.0,50.0,49.0,1.0
Pennsylvania,Patriot Polling,2024-09-01,2024-09-03,857.0,49.0,47.9,3.1000000000000014
Pennsylvania,Public Opinion Strategies,2024-07-23,2024-07-29,400.0,45.0,48.0,7.0
Pennsylvania,RMG Research,2024-09-18,2024-09-20,783.0,49.0,49.0,2.0
Pennsylvania,Redfield & Wilton Strategies,2024-10-20,2024-10-22,1586.0,47.0,48.0,5.0
Pennsylvania,Redfield & Wilton Strategies,2024-10-08,2024-10-09,707.0,48.0,46.0,6.0
Pennsylvania,Redfield & Wilton Strategies,2024-09-27,2024-10-02,5686.0,47.0,48.0,5.0
Pennsylvania,Redfield & Wilton Strategies,2024-09-06,2024-09-09,801.0,45.0,45.0,10.0
Pennsylvania,Redfield & Wilton Strategies,2024-10-12,2024-10-14,1649.0,48.0,48.0,4.0
Pennsylvania,Redfield & Wilton Strategies,2024-10-25,2024-10-27,1116.0,48.0,48.0,4.0
Pennsylvania,Redfield & Wilton Strategies,2024-07-22,2024-07-24,851.0,46.0,42.0,12.0
Pennsylvania,Redfield & Wilton Strategies,2024-08-25,2024-08-28,1071.0,45.0,46.0,9.0
Pennsylvania,Redfield & Wilton Strategies,2024-10-16,2024-10-18,1256.0,48.0,48.0,4.0
Pennsylvania,Redfield & Wilton Strategies,2024-07-31,2024-08-03,743.0,46.0,44.0,10.0
Pennsylvania,Redfield & Wilton Strategies,2024-08-12,2024-08-15,825.0,44.0,46.0,10.0
Pennsylvania,Redfield & Wilton Strategies,2024-09-16,2024-09-19,1086.0,47.0,47.0,6.0
Pennsylvania,Remington,2024-09-16,2024-09-20,800.0,48.0,47.0,5.0
Pennsylvania,Siena/NYT,2024-09-11,2024-09-16,1082.0,45.5,49.25,5.25
Pennsylvania,Siena/NYT,2024-08-06,2024-08-09,693.0,44.75,47.5,7.75
Pennsylvania,Siena/NYT,2024-10-07,2024-10-10,857.0,46.0,49.5,4.5
Pennsylvania,SoCal Strategies,2024-08-23,2024-08-23,800.0,46.5,47.0,6.5
Pennsylvania,SoCal Strategies,2024-08-23,2024-08-23,713.0,47.5,47.0,5.5
Pennsylvania,Spry Strategies,2024-08-14,2024-08-20,600.0,46.1,47.25,6.649999999999999
Pennsylvania,Suffolk,2024-09-11,2024-09-14,500.0,45.6,48.6,5.799999999999997
Pennsylvania,TIPP,2024-10-07,2024-10-09,803.0,48.95,47.9,3.1499999999999986
Pennsylvania,TIPP,2024-10-07,2024-10-09,1079.0,45.099999999999994,48.85,6.050000000000004
Pennsylvania,Trafalgar Group,2024-08-06,2024-08-08,1078.0,45.9,44.4,9.700000000000003
Pennsylvania,Trafalgar Group,2024-09-26,2024-09-29,1090.0,47.5,45.3,7.200000000000003
Pennsylvania,Trafalgar Group,2024-10-17,2024-10-19,1084.0,46.3,43.3,10.400000000000006
Pennsylvania,Trafalgar Group,2024-08-28,2024-08-30,1082.0,47.0,44.9,8.100000000000001
Pennsylvania,Washington Post/George Mason University,2024-09-30,2024-10-15,707.0,46.5,49.0,4.5
Pennsylvania,YouGov,2024-09-03,2024-09-06,1078.0,50.0,50.0,0.0
Pennsylvania,YouGov,2024-10-07,2024-10-17,1062.0,47.0,50.0,3.0
Pennsylvania,YouGov,2024-10-07,2024-10-17,1043.0,48.0,50.0,2.0
Pennsylvania,YouGov,2024-08-15,2024-08-23,500.0,41.75,43.0,15.25
Pennsylvania,YouGov,2024-10-22,2024-10-28,1273.0,49.0,49.0,2.0
Pennsylvania,MassINC Polling Group,2024-09-12,2024-09-18,800.0,46.5,51.0,2.5
Pennsylvania,Hunt Research,2024-10-02,2024-10-07,1037.0,47.599999999999994,47.0,5.400000000000006
Pennsylvania,Susquehanna,2024-07-22,2024-07-28,600.0,43.0,47.0,10.0
Pennsylvania,Susquehanna,2024-09-16,2024-09-22,700.0,46.0,46.0,8.0
Pennsylvania,Susquehanna,2024-10-18,2024-10-22,500.0,45.8,46.0,8.200000000000003
Pennsylvania,Quinnipiac,2024-08-08,2024-08-12,1738.0,46.0,49.0,5.0
Pennsylvania,Quinnipiac,2024-10-24,2024-10-28,2186.0,48.0,46.5,5.5
Pennsylvania,Quinnipiac,2024-09-12,2024-09-16,1331.0,45.5,51.0,3.5
Pennsylvania,Quinnipiac,2024-10-03,2024-10-07,1412.0,46.5,49.0,4.5
Pennsylvania,co/efficient,2024-09-04,2024-09-06,889.0,48.0,46.0,6.0
Pennsylvania,Fabrizio Ward,2024-08-19,2024-08-21,400.0,45.0,44.5,10.5
Pennsylvania,Quantus Insights,2024-10-17,2024-10-20,840.0,50.3,48.2,1.5
Pennsylvania,RG Strategies,2024-09-19,2024-09-23,400.0,48.0,48.0,4.0
Pennsylvania,Research Co.,2024-10-05,2024-10-07,450.0,49.0,50.0,1.0
Pennsylvania,University of Massachusetts Lowell/YouGov,2024-09-11,2024-09-19,800.0,46.0,48.0,6.0
Pennsylvania,University of Massachusetts Lowell/YouGov,2024-10-02,2024-10-09,800.0,45.0,46.0,9.0
Pennsylvania,Z to A Research,2024-08-23,2024-08-26,613.0,46.0,46.0,8.0
Pennsylvania,GQR,2024-07-26,2024-07-30,500.0,46.0,50.0,4.0
Pennsylvania,American Pulse,2024-10-02,2024-10-10,1193.0,49.75,48.55,1.7000000000000028
Pennsylvania,Quantus Polls and News,2024-07-27,2024-07-28,500.0,47.6,46.4,6.0
Pennsylvania,The Washington Post,2024-09-12,2024-09-16,1003.0,47.5,48.0,4.5
Pennsylvania,Franklin and Marshall College,2024-10-09,2024-10-20,583.0,50.0,49.0,1.0
Pennsylvania,Franklin and Marshall College,2024-10-09,2024-10-20,794.0,44.5,48.5,7.0
Pennsylvania,Franklin and Marshall College,2024-09-04,2024-09-15,890.0,46.0,49.0,5.0
Pennsylvania,Franklin and Marshall College,2024-07-21,2024-08-11,920.0,43.0,46.0,11.0
Pennsylvania,Monmouth,2024-09-19,2024-09-23,654.0,45.0,47.0,8.0
Pennsylvania,Monmouth,2024-10-24,2024-10-28,824.0,47.0,46.0,7.0
Pennsylvania,Muhlenberg,2024-09-16,2024-09-19,450.0,48.0,48.0,4.0
Pennsylvania,Wick,2024-08-27,2024-08-29,1607.0,48.5,48.0,3.5
Pennsylvania,YouGov/Center for Working Class Politics,2024-09-24,2024-10-02,1000.0,44.7,46.8,8.5
Rhode Island,MassINC Polling Group,2024-09-12,2024-09-18,800.0,41.5,54.5,4.0
Rhode Island,U. New Hampshire,2024-09-12,2024-09-16,683.0,38.0,58.0,4.0
Rhode Island,Embold Research,2024-09-16,2024-09-20,876.0,38.0,52.0,10.0
Rhode Island,U. Rhode Island,2024-08-15,2024-09-08,500.0,27.0,53.0,20.0
South Carolina,ActiVote,2024-10-05,2024-10-29,400.0,58.5,41.5,0.0
South Carolina,ActiVote,2024-09-09,2024-10-17,400.0,58.4,41.6,0.0
South Carolina,East Carolina University,2024-10-18,2024-10-22,950.0,55.1,42.0,2.8999999999999986
South Carolina,Winthrop U.,2024-09-21,2024-09-29,1068.0,51.6,42.0,6.399999999999999
South Dakota,Emerson,2024-10-19,2024-10-22,825.0,62.0,36.5,1.5
South Dakota,Mason-Dixon,2024-10-12,2024-10-16,500.0,59.0,33.0,8.0
Tennessee,ActiVote,2024-10-05,2024-10-28,400.0,61.7,38.3,0.0
Tennessee,ActiVote,2024-09-24,2024-10-16,400.0,62.4,37.6,0.0
Tennessee,ActiVote,2024-07-27,2024-08-29,400.0,63.1,36.9,0.0
Tennessee,Targoz Market Research,2024-09-27,2024-10-08,1200.0,54.0,35.0,11.0
Tennessee,Targoz Market Research,2024-09-27,2024-10-08,971.0,56.0,35.0,9.0
Texas,Florida Atlantic University/Mainstreet Research,2024-10-02,2024-10-06,811.0,50.0,45.0,5.0
Texas,Florida Atlantic University/Mainstreet Research,2024-10-02,2024-10-06,775.0,50.0,45.0,5.0
Texas,Cygnal,2024-10-26,2024-10-28,600.0,51.0,43.0,6.0
Texas,ActiVote,2024-10-21,2024-10-27,400.0,55.0,45.0,0.0
Texas,ActiVote,2024-09-07,2024-09-24,400.0,54.3,45.7,0.0
Texas,ActiVote,2024-09-26,2024-10-16,400.0,55.8,44.2,0.0
Texas,ActiVote,2024-07-31,2024-08-13,400.0,53.3,46.7,0.0
Texas,ActiVote,2024-08-14,2024-08-31,400.0,54.5,45.5,0.0
Texas,CES / YouGov,2024-10-01,2024-10-25,6473.0,51.0,47.0,2.0
Texas,CES / YouGov,2024-10-01,2024-10-25,6526.0,51.0,47.0,2.0
Texas,Emerson,2024-09-03,2024-09-05,845.0,50.9,48.0,1.1000000000000014
Texas,Emerson,2024-09-22,2024-09-24,950.0,52.3,46.7,1.0
Texas,Emerson,2024-10-18,2024-10-21,815.0,53.1,45.9,1.0
Texas,Marist,2024-10-03,2024-10-07,1186.0,53.0,46.0,1.0
Texas,Marist,2024-10-03,2024-10-07,1365.0,52.0,46.0,2.0
Texas,Morning Consult,2024-08-30,2024-09-08,2940.0,51.75,43.43,4.82
Texas,Morning Consult,2024-10-06,2024-10-15,2048.0,50.0,46.0,4.0
Texas,Morning Consult,2024-09-09,2024-09-18,2716.0,49.58,45.77,4.649999999999999
Texas,PPP,2024-09-25,2024-09-26,759.0,50.0,45.0,5.0
Texas,PPP,2024-08-21,2024-08-22,725.0,47.0,43.0,10.0
Texas,RMG Research,2024-09-25,2024-09-27,779.0,53.0,46.0,1.0
Texas,Siena/NYT,2024-09-29,2024-10-04,617.0,49.25,42.75,8.0
Texas,Siena/NYT,2024-10-23,2024-10-26,1180.0,51.25,40.75,8.0
Texas,YouGov,2024-08-23,2024-08-31,1200.0,49.0,44.0,7.0
Texas,YouGov,2024-10-07,2024-10-17,1075.0,51.0,46.0,3.0
Texas,YouGov,2024-10-07,2024-10-17,1108.0,50.0,45.0,5.0
Texas,YouGov,2024-10-02,2024-10-10,1091.0,51.0,46.0,3.0
Texas,Lake Research,2024-08-24,2024-08-29,800.0,51.0,43.0,6.0
Texas,CWS Research,2024-10-01,2024-10-04,533.0,48.0,43.0,9.0
Texas,CWS Research,2024-09-04,2024-09-09,504.0,51.0,41.0,8.0
Texas,Texas Hispanic Policy Foundation,2024-09-13,2024-09-18,1200.0,50.0,44.0,6.0
Texas,U. Houston,2024-09-26,2024-10-10,1329.0,51.0,46.0,3.0
Texas,University of Houston/Texas Southern University,2024-08-05,2024-08-16,1365.0,49.5,44.6,5.899999999999999
Texas,University of Texas at Tyler,2024-10-14,2024-10-21,956.0,51.0,46.0,3.0
Utah,Noble Predictive Insights,2024-10-02,2024-10-07,600.0,51.5,38.0,10.5
Utah,Noble Predictive Insights,2024-10-02,2024-10-07,539.0,54.0,37.0,9.0
Utah,PPP,2024-09-27,2024-09-28,612.0,54.0,39.0,7.0
Utah,HarrisX,2024-08-02,2024-08-09,800.0,55.5,26.5,18.0
Utah,HarrisX,2024-10-15,2024-10-19,813.0,63.0,31.0,6.0
Vermont,U. New Hampshire,2024-08-15,2024-08-19,924.0,28.0,68.5,3.5
Virginia,ActiVote,2024-08-19,2024-09-17,400.0,44.8,55.2,0.0
Virginia,ActiVote,2024-10-02,2024-10-28,400.0,45.9,54.1,0.0
Virginia,CES / YouGov,2024-10-01,2024-10-25,2015.0,44.0,52.0,4.0
Virginia,CES / YouGov,2024-10-01,2024-10-25,2027.0,44.0,53.0,3.0
Virginia,Emerson,2024-09-22,2024-09-24,860.0,46.2,52.7,1.0999999999999943
Virginia,Morning Consult,2024-08-30,2024-09-08,873.0,42.24,51.97,5.789999999999999
Virginia,Morning Consult,2024-09-09,2024-09-18,899.0,44.44,50.76,4.800000000000004
Virginia,Washington Post/George Mason University,2024-10-19,2024-10-23,1004.0,42.5,48.5,9.0
Virginia,Washington Post/George Mason University,2024-09-04,2024-09-08,1005.0,42.5,50.25,7.25
Virginia,Quantus Insights,2024-10-22,2024-10-24,725.0,47.8,48.9,3.3000000000000043
Virginia,Quantus Polls and News,2024-08-20,2024-08-22,629.0,45.8,48.6,5.600000000000001
Virginia,Christopher Newport U.,2024-09-28,2024-10-04,800.0,41.0,52.0,7.0
Virginia,Research America,2024-09-03,2024-09-09,1000.0,44.5,44.5,11.0
Virginia,Research America,2024-09-03,2024-09-09,756.0,46.0,47.5,6.5
Virginia,Roanoke College,2024-08-12,2024-08-16,691.0,43.0,46.0,11.0
Virginia,Virginia Commonwealth U.,2024-09-16,2024-09-25,832.0,37.0,43.0,20.0
Virginia,Virginia Commonwealth U.,2024-09-16,2024-09-25,762.0,36.6,47.4,16.0
Virginia,Virginia Commonwealth U.,2024-08-26,2024-09-06,749.0,35.7,49.4,14.899999999999999
Virginia,Virginia Commonwealth U.,2024-08-26,2024-09-06,813.0,36.0,46.0,18.0
Washington,ActiVote,2024-09-07,2024-10-13,400.0,40.0,60.0,0.0
Washington,ActiVote,2024-10-03,2024-10-29,400.0,40.9,59.1,0.0
Washington,PPP,2024-10-16,2024-10-17,571.0,40.0,55.0,5.0
Washington,PPP,2024-07-24,2024-07-25,581.0,38.0,52.0,10.0
Washington,SurveyUSA,2024-10-09,2024-10-14,703.0,35.0,57.0,8.0
Washington,Elway,2024-10-08,2024-10-12,401.0,32.0,57.0,11.0
Washington,Elway,2024-09-03,2024-09-06,403.0,32.0,53.0,15.0
West Virginia,Research America,2024-08-21,2024-08-27,400.0,61.0,34.0,5.0
Wisconsin,Bullfinch,2024-08-08,2024-08-11,500.0,41.0,50.0,9.0
Wisconsin,Bullfinch,2024-10-11,2024-10-18,600.0,46.5,49.0,4.5
Wisconsin,ActiVote,2024-08-29,2024-09-29,400.0,47.9,52.1,0.0
Wisconsin,AtlasIntel,2024-10-12,2024-10-17,932.0,48.3,48.95,2.75
Wisconsin,AtlasIntel,2024-10-25,2024-10-29,1470.0,48.85,48.3,2.8500000000000014
Wisconsin,AtlasIntel,2024-09-20,2024-09-25,1077.0,49.650000000000006,48.2,2.1499999999999915
Wisconsin,Beacon/Shaw,2024-07-22,2024-07-24,1046.0,48.75,47.5,3.75
Wisconsin,Benenson Strategy Group/GS Strategy Group,2024-07-26,2024-08-02,404.0,44.5,48.5,7.0
Wisconsin,Benenson Strategy Group/GS Strategy Group,2024-09-19,2024-09-25,411.0,46.5,48.5,5.0
Wisconsin,CES / YouGov,2024-10-01,2024-10-25,1542.0,47.0,50.0,3.0
Wisconsin,CES / YouGov,2024-10-01,2024-10-25,1552.0,46.0,51.0,3.0
Wisconsin,CNN/SSRS,2024-08-23,2024-08-29,976.0,44.0,50.0,6.0
Wisconsin,CNN/SSRS,2024-10-23,2024-10-28,736.0,45.0,51.0,4.0
Wisconsin,Emerson,2024-10-21,2024-10-22,800.0,49.9,49.2,0.8999999999999986
Wisconsin,Emerson,2024-10-05,2024-10-08,1000.0,49.9,49.2,0.8999999999999986
Wisconsin,Emerson,2024-07-22,2024-07-23,845.0,47.15,48.0,4.850000000000001
Wisconsin,Emerson,2024-08-25,2024-08-28,850.0,49.8,49.1,1.1000000000000014
Wisconsin,Emerson,2024-09-15,2024-09-18,1000.0,50.3,48.7,1.0
Wisconsin,Fabrizio/GBAO,2024-09-28,2024-10-08,600.0,46.5,47.0,6.5
Wisconsin,Fabrizio/Impact,2024-09-11,2024-09-14,600.0,46.5,48.5,5.0
Wisconsin,Fabrizio/McLaughlin,2024-10-06,2024-10-09,800.0,49.0,48.0,3.0
Wisconsin,Focaldata,2024-08-06,2024-08-16,700.0,44.833333333333336,50.699999999999996,4.466666666666669
Wisconsin,Focaldata,2024-09-03,2024-09-16,1019.0,45.975,52.075,1.9499999999999957
Wisconsin,Global Strategy Group/North Star Opinion Research,2024-09-23,2024-09-29,408.0,45.5,47.0,7.5
Wisconsin,InsiderAdvantage,2024-10-08,2024-10-09,800.0,48.0,48.0,4.0
Wisconsin,InsiderAdvantage,2024-09-11,2024-09-12,800.0,46.6,49.0,4.399999999999999
Wisconsin,InsiderAdvantage,2024-10-26,2024-10-27,800.0,49.0,48.0,3.0
Wisconsin,InsiderAdvantage,2024-08-06,2024-08-07,800.0,48.6,48.3,3.1000000000000014
Wisconsin,Marist,2024-09-12,2024-09-17,1194.0,49.0,50.0,1.0
Wisconsin,Marist,2024-09-12,2024-09-17,1312.0,47.0,50.0,3.0
Wisconsin,Morning Consult,2024-08-30,2024-09-08,638.0,46.19,49.48,4.330000000000005
Wisconsin,Morning Consult,2024-08-23,2024-08-26,701.0,44.0,51.5,4.5
Wisconsin,Morning Consult,2024-08-23,2024-08-26,648.0,44.0,52.5,3.5
Wisconsin,Morning Consult,2024-09-19,2024-09-25,785.0,47.5,50.5,2.0
Wisconsin,Morning Consult,2024-09-19,2024-09-25,849.0,47.5,49.5,3.0
Wisconsin,Morning Consult,2024-10-06,2024-10-15,527.0,48.0,47.0,5.0
Wisconsin,Morning Consult,2024-10-16,2024-10-20,635.0,47.5,47.5,5.0
Wisconsin,Morning Consult,2024-10-16,2024-10-20,624.0,47.5,47.5,5.0
Wisconsin,Morning Consult,2024-07-24,2024-07-28,700.0,46.0,46.5,7.5
Wisconsin,Morning Consult,2024-09-09,2024-09-18,600.0,44.3,50.22,5.480000000000004
Wisconsin,Navigator,2024-07-31,2024-08-08,600.0,46.5,46.5,7.0
Wisconsin,OnMessage Inc.,2024-09-24,2024-10-02,500.0,47.0,46.0,7.0
Wisconsin,OnMessage Inc.,2024-10-19,2024-10-22,600.0,48.0,47.0,5.0
Wisconsin,Patriot Polling,2024-10-12,2024-10-14,803.0,50.0,49.0,1.0
Wisconsin,Patriot Polling,2024-09-01,2024-09-03,826.0,47.7,47.9,4.399999999999999
Wisconsin,Public Opinion Strategies,2024-07-23,2024-07-29,400.0,46.0,48.0,6.0
Wisconsin,RMG Research,2024-07-31,2024-08-05,800.0,45.0,48.0,7.0
Wisconsin,RMG Research,2024-09-17,2024-09-23,788.0,49.0,50.0,1.0
Wisconsin,RMG Research,2024-10-10,2024-10-16,787.0,50.0,49.0,1.0
Wisconsin,Redfield & Wilton Strategies,2024-10-20,2024-10-22,557.0,47.0,49.0,4.0
Wisconsin,Redfield & Wilton Strategies,2024-09-27,2024-10-02,533.0,46.0,47.0,7.0
Wisconsin,Redfield & Wilton Strategies,2024-09-06,2024-09-09,626.0,46.0,49.0,5.0
Wisconsin,Redfield & Wilton Strategies,2024-10-12,2024-10-14,641.0,47.0,48.0,5.0
Wisconsin,Redfield & Wilton Strategies,2024-10-25,2024-10-27,746.0,47.0,49.0,4.0
